report_name,obj_url
DX 90 day Compliance Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/DX_90_day_Compliance_Report/DX_90_day_Compliance_Report.fex
Weekly Flight Watchlist,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_flight_list.fex
Weekly Flight Watchlist,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_groups_list.fex
Weekly Flight Watchlist,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_wab_list.fex
FQTV Pax Counts,/WFC/Repository/Ops_Analytics/OPS/Reports/Customer_Reports/FQTV_Pax_Counts/FQTV_Pax_Counts.fex
IADP Self Notification,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/IADP_Self_Notification/iadp_self_notification.fex
MTD PAWOB CPA Jazz Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Compliance_Reports/CPA_Report_Monthly/SITA_mtd_PAWOB_CPA.fex
YTZ Daily Flight Details,/WFC/Repository/Ops_Analytics/OPS/Reports/Station_Reports/YTZ_Daily_Flight_Details/YTZ_Daily_Flight_Details.fex
YUL Connecting Flights Report (Day-of),/WFC/Repository/Ops_Analytics/OPS/Reports/Station_Reports/YUL_CNX_Report/YUL_CNX_Report.fex
YUL Connecting Flights Report(Next-Day),/WFC/Repository/Ops_Analytics/OPS/Reports/Station_Reports/YUL_CNX_Report/YUL_CNX_Report.fex
YVR Connecting PAX Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Station_Reports/YVR_Connecting_PAX/YVR_Connecting_PAX.fex
YYZ CNX PAWOB breakdown,/WFC/Repository/Ops_Analytics/OPS/Reports/Baggage_Reports/YYZ_CNX_PAWOB_breakdown/yyz_cnx_pawob_breakdown_SITA.fex
OPR Fin Changes Supplementary,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/OPR_Fin_Changes_Supplementary/wor02_08_table_fin_changes.fex
OPR Supplement Reports,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/OPR_Supplement/wor02_sup_high_impact_delays.fex
OTP Delay Flight YUL,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_IVY_Delay_Report_YUL.fex
OTP Delay Flight YVR,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_IVY_Delay_Report_YUL.fex
Daily OTP Delay Flight YYZ,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_Delay_Flight_Ivy_YYZ_Daily_SF.fex
OTP Delay Flight YYZ,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_IVY_Delay_Report_YUL.fex
Baggage Scanning Performance - Monthly,/WFC/Repository/Ops_Analytics/OPS/Reports/Baggage_Reports/Baggage_Performance_by_Station/baggage_performace_overall.fex
BOS Inbound and Outbound Baggage Monthly Summary Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Baggage_Reports/Inbound_Outbound_bags_by_Station/INB_OUTB_STN.fex
CPA Report Monthly,/WFC/Repository/Ops_Analytics/OPS/Reports/Compliance_Reports/CPA_Report_Monthly/CPA_MNTHLY_REPORT.fex
Crew Radiation Report,/WFC/Repository/Ops_Analytics/OPS/Reports/IFS_Reports/Crew_Radiation/crewfops_radiation_report.fex
FOPS Blockoverfly Monthly Report,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/FOPS_Blockoverfly_monthly_report/fops_blockoverfly_underfly.fex
FOPS Hotel Report,/WFC/Repository/Ops_Analytics/OPS/Reports/IFS_Reports/IFS_Hotel_Report/ifs_hotel_report.fex
IFS Hotel Report,/WFC/Repository/Ops_Analytics/OPS/Reports/IFS_Reports/IFS_Hotel_Report/ifs_hotel_report.fex
Monthly MBG Report,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/NETLINE_MBG_REPORT.fex
FOPS Synthetics,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/FOPS_Metrics/FOPS_Synthetics.fex
IFS Block Time Report (Monthly),/WFC/Repository/Ops_Analytics/OPS/Reports/IFS_Reports/IFS_Block_Time_Report/ifs_blocktime_citypair.fex
Monthly Crew Absence Report,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/FOPS_NLCREW_ABSCENCE_REPORT/Crew_Absence_Report.fex
Monthly Ferry Flights Report,/WFC/Repository/Ops_Analytics/OPS/Reports/OTP_Reports/Monthly_Ferry_Flight_Report/monthly_ferry_flight_report.fex
Monthly DH Report,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/Monthly_DH_Report/monthly_dh_report.fex
Weekly PAX Check-In Stats Report - Segment Based,/WFC/Repository/Ops_Analytics/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_v2.fex
Weekly PAX Check-In Stats Report - Journey Based,/WFC/Repository/Ops_Analytics/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_v3.fex
Weekly SSCI Acceptance Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_Acceptance_Report_PAX_FLT_STD.fex
Netline UOC Report (Friday),/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/Netline_UOC_Report/Netline_UOC.fex
Netline UOC Report (Monday),/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/Netline_UOC_Report/Netline_UOC.fex
Weekly Cancelled Flights & Seats Comparison Report,/WFC/Repository/Ops_Analytics/OPS/Reports/Executive_Reports/Weekly_CNLs_YoY_Report/Weekly_CNLs_YoY_Report_v2.fex
Weekly Crew VO Report,/WFC/Repository/Ops_Analytics/OPS/Reports/FOPs_Reports/Crew_VO_Report/Crew_VO_Report.fex
Weekly MTC Visits,/WFC/Repository/Ops_Analytics/OPS/Reports/Misc_Reports/Weekly_MTC_Visits/Weekly_MTC_Visits.fex
Weekly PAX CheckIn Stats Report - LHR,/WFC/Repository/Ops_Analytics/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_LHR.fex
ACM MEL Stats,/WFC/Repository/Ops_Analytics/OPS/Reports/ETLs/Portal_Upload/portal_acm_data_add.fex
ACM OTP Stats,/WFC/Repository/Ops_Analytics/OPS/Reports/ETLs/Portal_Upload/portal_upload_stn_otp_stats_acm.fex
Air Canada YYZ OTP - A15 & D15 (+/-),/WFC/Repository/Ops_Analytics/OPS/Reports/Station_Reports/Air_Canada_YYZ_OTP_-_A15_D15/Air_Canada_YYZ_OTP_-_A15_and_D15.fex
SLVW ITD YEG 24-Hour Forecast,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvwyegitd24hourforecast.fex
SLVW ITD YHZ 24-Hour Forecast,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvwyhzitd24hourforecast.fex
SLVW ITD YUL 24-Hour Forecast,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvwyulitd24hourforecast.fex
SLVW ITD YVR 24-Hour Forecast WF8,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvwyvritd24hourforecast.fex
SLVW ITD YYC 24-Hour Forecast WF8,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvwyycitd24hourforecast.fex
SLVW ITD YYZ 24-Hour Forecast WF8,/WFC/Repository/Ops_Analytics/Airport/Reports/SLVW_ITD_YVR/slvw_yyz_itd_24hour_forecast.fex
MTA Daily - Eastern Stations,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
MTA Daily - Western stations,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
MTA Daily - Station YYZ,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
MTA Weekly - Eastern stations,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
MTA Weekly - Western Stations,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
MTA Weekly - Station YYZ,/WFC/Repository/Ops_Analytics/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex
SPAT 2-Day YHZ,/WFC/Repository/Ops_Analytics/Airport/Reports/SPAT_2-Day/SPAT_2day.fex
SPAT 2-Day YOW,/WFC/Repository/Ops_Analytics/Airport/Reports/SPAT_2-Day/SPAT_2day.fex
SPAT 2-Day YYZ,/WFC/Repository/Ops_Analytics/Airport/Reports/SPAT_2-Day/SPAT_2day.fex
SEC Weekly Delays,/WFC/Repository/Ops_Analytics/Airport/Reports/SEC_Weekly_delays/catsa_security_delays.fex
LHR Monthly PAX check-in report WF8,/WFC/Repository/Ops_Analytics/Airport/Reports/Salesview_Reports/LHR_CKI_billing_extract.fex
