master_name,master_file_path,created_by_proc_name,created_by_proc_path,used_in_proc_name,used_in_proc_path
BENS_REPORT_FINAL_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\bens_report_final_hold.mas,Bens_Report_data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Daily_Commercial_Summary\Bens_Report_data.fex,,
BENS_REPORT_FINAL_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\bens_report_final_hold.mas,Bens_Report_data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Remediated_Reports\Daily_Commercial_Summary\Bens_Report_data.fex,,
BI_REALTIME_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\bi_realtime_hold.mas,data_load_realtime.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_BI_Tool\Utility_Procedures\data_load_realtime.fex,,
BMW_PNR_DATA_HOLD_FINAL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\bmw_pnr_data_hold_final.mas,car_chauffeur_service_data_v3.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\High_Value_Customer_Report\car_chauffeur_service_data_v3.fex,,
CHAIN_SUM_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\chain_sum_hold.mas,oper_perf_summary_data_fin_perf.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\ETLs\OPR_Data\oper_perf_summary_data_fin_perf.fex,,
CHAIN_SUM_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\chain_sum_hold.mas,oper_perf_summary_data_fin_perf.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Remediated_Reports\OPR_Data\oper_perf_summary_data_fin_perf.fex,,
CHAIN_SUM_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\chain_sum_hold.mas,oper_perf_summary_data_fin_perf_bkp20230623.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Remediated_Reports\OPR_Data\oper_perf_summary_data_fin_perf_bkp20230623.fex,,
CITY_PAIR_OTP_DATA_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\city_pair_otp_data_hold.mas,city_pair_otp_report_data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\City_Pair_OTP_Report\city_pair_otp_report_data.fex,,
CSR_CALENDAR_HOLD_FINAL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\csr_calendar_hold_final.mas,CSR_data_calendar.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\CSR_data_calendar.fex,,
CUST_SURV_CALENDAR_HOLD_FINAL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\cust_surv_calendar_hold_final.mas,CSR_data_targets.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\CSR_data_targets.fex,,
CUST_SURV_TGT_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\cust_surv_tgt_hold.mas,CSR_data_targets.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\CSR_data_targets.fex,,
DAILY_FT_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\daily_ft_data.mas,test02.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\test02.fex,,
DAILY_FT_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\daily_ft_data.mas,daily_ft_data_startup.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Daily_Startup_Report\Data_Extract\daily_ft_data_startup.fex,,
DAILY_FT_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\daily_ft_data.mas,daily_ft_data_yest.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Daily_Yest_Report_Param\Data_Extract\daily_ft_data_yest.fex,,
DAILY_FT_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\daily_ft_data.mas,daily_ft_data_yest.fex,output\WFC\Repository\Ops_Analytics\~ac048123\ACM\Argo\OPS\daily_ft_data_yest.fex,,
DAILY_FT_DATA_01,output\EDA\EDASERVE\ops_analytics\data\hold\ops\daily_ft_data_01.mas,,,,
DASH_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data.mas,dash_data.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data.fex,,
DASH_DATA_BLKS,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_blks.mas,dash_data_stats.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_stats.fex,,
DASH_DATA_CANCEL_CODE_MASTER,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_cancel_code_master.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_DELAY_CODE_MASTER,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_delay_code_master.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_FLEET,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_fleet.mas,dash_data_stats.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_stats.fex,,
DASH_DATA_FOCUS_FLIGHTS,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_focus_flights.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_MTA_DIMENSION,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_mta_dimension.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_OPRN_FLT_RNG,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_oprn_flt_rng.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_STATION_DIM_C,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_station_dim_c.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_STATS,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_stats.mas,dash_data_stats.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_stats.fex,,
DASH_DATA_SUM,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_sum.mas,dash_data_sum_gdgt.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_sum_gdgt.fex,,
DASH_DATA_TARGETS_CARRIER_CITYPAIR,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_targets_carrier_citypair.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_TARGETS_CARRIER_STATION,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_targets_carrier_station.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_TARGETS_CARRIER_SYSTEM,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_targets_carrier_system.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_TOP4_STATIONS,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_top4_stations.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
DASH_DATA_TOP4_STATIONS,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_data_top4_stations.mas,dash_data_top4_stations.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_top4_stations.fex,,
DASH_FLT_LIST,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_flt_list.mas,dash_data_flt_list.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_flt_list.fex,,
DASH_GAUGE_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\dash_gauge_data.mas,dash_data_gauge_chnge.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_gauge_chnge.fex,,
DATA_IFS_500E_TTL_HOLD_08,output\EDA\EDASERVE\ops_analytics\data\hold\ops\data_ifs_500e_ttl_hold_08.mas,IFS_500E_VER_data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\FOPs_Reports\Flight_Ops_Reports\VER_Reports\IFS_500E_VER_data.fex,,
DATA_IFS_500E_TTL_HOLD_08,output\EDA\EDASERVE\ops_analytics\data\hold\ops\data_ifs_500e_ttl_hold_08.mas,IFS_500E_VER_data_test.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\FOPs_Reports\Flight_Ops_Reports\VER_Reports\IFS_500E_VER_data_test.fex,,
DELAY_FCST_ANALYSIS_DATA_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_hold.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\Delay_Forecast_Analysis_01_Data.fex,,
DELAY_FCST_ANALYSIS_DATA_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_hold.mas,Delay_Forecast_Analysis_01_Data_RV.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\RV_Data\Delay_Forecast_Analysis_01_Data_RV.fex,,
DELAY_FCST_ANALYSIS_DATA_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_hold.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Delay_Forecast_Analysis\Delay_Forecast_Analysis_01_Data.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\Delay_Forecast_Analysis_01_Data.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold.mas,Delay_Forecast_Analysis_01_Data_RV.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\RV_Data\Delay_Forecast_Analysis_01_Data_RV.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Delay_Forecast_Analysis\Delay_Forecast_Analysis_01_Data.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD_00,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold_00.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\Delay_Forecast_Analysis_01_Data.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD_00,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold_00.mas,Delay_Forecast_Analysis_01_Data_RV.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\CustomerServiceReview\RV_Data\Delay_Forecast_Analysis_01_Data_RV.fex,,
DELAY_FCST_ANALYSIS_DATA_W10_HOLD_00,output\EDA\EDASERVE\ops_analytics\data\hold\ops\delay_fcst_analysis_data_w10_hold_00.mas,Delay_Forecast_Analysis_01_Data.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Delay_Forecast_Analysis\Delay_Forecast_Analysis_01_Data.fex,,
FTW_NETLINE_EXTRACT,output\EDA\EDASERVE\ops_analytics\data\hold\ops\ftw_netline_extract.mas,ftw_daily_netline_extract.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Misc_Reports\FlightWatch_Reports\ftw_daily_netline_extract.fex,,
FTW_NETLINE_EXTRACT,output\EDA\EDASERVE\ops_analytics\data\hold\ops\ftw_netline_extract.mas,ftw_weekly_netline_extract.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Misc_Reports\FlightWatch_Reports\ftw_weekly_netline_extract.fex,,
FTW_NETLINE_LOOKUP,output\EDA\EDASERVE\ops_analytics\data\hold\ops\ftw_netline_lookup.mas,ftw_daily_netline_lookup.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Misc_Reports\FlightWatch_Reports\ftw_daily_netline_lookup.fex,,
HOLD_ARR_STN2,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_arr_stn2.mas,us_station_delay_sum.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Station_Reports\US_Station\us_station_delay_sum.fex,,
HOLD_DASH_MEL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_dash_mel.mas,dash_data_trax.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_trax.fex,,
HOLD_DASH_MEL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_dash_mel.mas,dash_data_trax.fex,output\WFC\Repository\Ops_Analytics\~tp038123\dash_data_trax.fex,,
HOLD_DASH_MEL_TEST_JG,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_dash_mel_test_jg.mas,,,,
HOLD_STATION_FREQUENCY,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_station_frequency.mas,dash_data_ETL.fex,output\WFC\Repository\Ops_Analytics\OPS\Applications\OPS_Real-Time_Dashboard\Utility_Procedures\dash_data_ETL.fex,,
HOLD_STRT_UP,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_strt_up.mas,daily_startup_ops_summary.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Daily_Startup_Report\Report_Components\daily_startup_ops_summary.fex,,
HOLD_YEST,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_yest.mas,daily_yest_ops_summary.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\Daily_Yest_Report_Param\Report_Components\daily_yest_ops_summary.fex,,
HOLD_YEST,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hold_yest.mas,daily_yest_ops_summary.fex,output\WFC\Repository\Ops_Analytics\~ac048123\ACM\Argo\OPS\daily_yest_ops_summary.fex,,
HZTV_HOLD_MTD_FINAL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hztv_hold_mtd_final.mas,portal_upload_otp_mtd_extract.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\ETLs\Portal_Upload\portal_upload_otp_mtd_extract.fex,,
HZTV_HOLD_MTD_STATION_FINAL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\hztv_hold_mtd_station_final.mas,portal_upload_otp_mtd_extract.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\ETLs\Portal_Upload\portal_upload_otp_mtd_extract.fex,,
INTL_OTP_HOLD_ALL,output\EDA\EDASERVE\ops_analytics\data\hold\ops\intl_otp_hold_all.mas,intl_otp_data_extract.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\OTP_Reports\China_ARR_and_DEP\intl_otp_data_extract.fex,,
LEG_OD_01_B_STATIONS_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_b_stations_data.mas,FC_Data_01_B_STATIONS_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_B_STATIONS_DOM_Check_in.fex,,
LEG_OD_01_CHECK_IN_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_check_in_data.mas,FC_Data_01_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_VOLUMES\FC_Data_01_Check_in.fex,,
LEG_OD_01_YEG_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yeg_data.mas,FC_Data_01_YEG_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YEG_DOM_Check_in.fex,,
LEG_OD_01_YHZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yhz_data.mas,FC_Data_01_YHZ_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YHZ_DOM_Check_in.fex,,
LEG_OD_01_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yul_data.mas,FC_Data_01_YUL_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YUL_DOM_Check_in.fex,,
LEG_OD_01_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yul_data.mas,FC_Data_01_YUL_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_01_YUL_DOM_Check_in.fex,,
LEG_OD_01_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yvr_data.mas,FC_Data_01_YVR_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YVR_DOM_Check_in.fex,,
LEG_OD_01_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yvr_data.mas,FC_Data_01_YVR_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_01_YVR_DOM_Check_in.fex,,
LEG_OD_01_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yyc_data.mas,FC_Data_01_YYC_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YYC_DOM_Check_in.fex,,
LEG_OD_01_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yyc_data.mas,FC_Data_01_YYC_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_01_YYC_DOM_Check_in.fex,,
LEG_OD_01_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yyz_data.mas,FC_Data_01_YYZ_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_01_YYZ_DOM_Check_in.fex,,
LEG_OD_01_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_01_yyz_data.mas,FC_Data_01_YYZ_DOM_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_01_YYZ_DOM_Check_in.fex,,
LEG_OD_02_CHECK_IN_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_check_in_data.mas,FC_Data_02_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_VOLUMES\FC_Data_02_Check_in.fex,,
LEG_OD_02_YEG_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yeg_data.mas,FC_Data_02_YEG_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YEG_TB_Check_in.fex,,
LEG_OD_02_YHZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yhz_data.mas,FC_Data_02_YHZ_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YHZ_TB_Check_in.fex,,
LEG_OD_02_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yul_data.mas,FC_Data_02_YUL_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YUL_TB_Check_in.fex,,
LEG_OD_02_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yul_data.mas,FC_Data_02_YUL_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_02_YUL_TB_Check_in.fex,,
LEG_OD_02_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yvr_data.mas,FC_Data_02_YVR_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YVR_TB_Check_in.fex,,
LEG_OD_02_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yvr_data.mas,FC_Data_02_YVR_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_02_YVR_TB_Check_in.fex,,
LEG_OD_02_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yyc_data.mas,FC_Data_02_YYC_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YYC_TB_Check_in.fex,,
LEG_OD_02_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yyc_data.mas,FC_Data_02_YYC_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_02_YYC_TB_Check_in.fex,,
LEG_OD_02_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yyz_data.mas,FC_Data_02_YYZ_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_02_YYZ_TB_Check_in.fex,,
LEG_OD_02_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_02_yyz_data.mas,FC_Data_02_YYZ_TB_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_02_YYZ_TB_Check_in.fex,,
LEG_OD_03_CHECK_IN_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_check_in_data.mas,FC_Data_03_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_VOLUMES\FC_Data_03_Check_in.fex,,
LEG_OD_03_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yvr_data.mas,FC_Data_03_YVR_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_03_YVR_INT_Check_in.fex,,
LEG_OD_03_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yvr_data.mas,FC_Data_03_YVR_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_03_YVR_INT_Check_in.fex,,
LEG_OD_03_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yyc_data.mas,FC_Data_03_YYC_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_03_YYC_INT_Check_in.fex,,
LEG_OD_03_YYC_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yyc_data.mas,FC_Data_03_YYC_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_03_YYC_INT_Check_in.fex,,
LEG_OD_03_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yyz_data.mas,FC_Data_03_YYZ_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_03_YYZ_INT_Check_in.fex,,
LEG_OD_03_YYZ_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_03_yyz_data.mas,FC_Data_03_YYZ_INT_Check_in.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_03_YYZ_INT_Check_in.fex,,
LEG_OD_04_TERMINATING_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_04_terminating_data.mas,FC_Data_04_Terminating_Pax.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_VOLUMES\FC_Data_04_Terminating_Pax.fex,,
LEG_OD_04_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_04_yul_data.mas,FC_Data_04_YUL_PIL_Customs.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_04_YUL_PIL_Customs.fex,,
LEG_OD_04_YUL_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_04_yul_data.mas,FC_Data_04_YUL_PIL_Customs.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\phase_1_backup\FC_Data_04_YUL_PIL_Customs.fex,,
LEG_OD_04_YVR_DATA,output\EDA\EDASERVE\ops_analytics\data\hold\ops\leg_od_04_yvr_data.mas,FC_Data_04_YVR_PIL_Customs.fex,output\WFC\Repository\Ops_Analytics\OPS\Reports\Customer_Reports\AC_PAX_Volume_Forecast\FC_Data_04_YVR_PIL_Customs.fex,,
