Report Name,Object URL,Include Type,group_id,is duplicate,report_output_fmt,ac_report_type
Disruption Code Breakdown Report (Weekly),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,95,Y,PDF Document,Report
Disruption Code Breakdown Report (Weekly),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/utility_functions.fex,N,95,Y,PDF Document,Report
Disruption Code Breakdown Report (Monthly),/output/Executive_Reports/Disruption_Code_Breakdown_Report/Disruption_Code_Breakdown_Report_v3.fex,N,95,Y,PDF Document,Report
Disruption Code Breakdown Report (Monthly),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,95,Y,PDF Document,Report
Disruption Code Breakdown Report (Monthly),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/utility_functions.fex,N,95,Y,PDF Document,Report
Corporate Communication Summary (HTML),/output/OTP_Reports/Corp_comm_summary/corporate_comm_summary_html.fex,N,96,N,E-Mail (HTML Document),Report
Corporate Communication Summary (HTML),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,96,N,E-Mail (HTML Document),Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Composer.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Branch_Data_v2.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Carrier_Summary_v2.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Branch_Metrics.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Parameters.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/utility_functions.fex,N,97,N,Excel documents,Report
Weekly Executive OPS Performance Summary (EXCEL),/output/Executive_Reports/Weekly_Executive_OPS_Performance_Summary/Weekly_Executive_Branch_Data.fex,Y,97,N,Excel documents,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Weekly_OPS_Compose.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Data_Extract/Ops_Perf_Data_Extract.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_summary_v2.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_HUB.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_monitor.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_daily.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_dv.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_delays_over_3hrs.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/OTP_Reports/Weekly_ops_perf/Report_Components/ops_perf_startup_dly_breakdown.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,98,N,PDF Document,Report
Weekly Operational Performance Summary,/output/Argo/OPS/Ops_Perf_Data_Extract.fex,Y,98,N,PDF Document,Report
Casebank_AC_DELAY_roll_hist,/output/Misc_Reports/Casebank/Casebank_AC_DELAY_roll_hist.fex,N,99,N,CSV Document,ETL-Integration
Casebank_Defect_Info_roll_hist,/output/Misc_Reports/Casebank/Casebank_Defect_Info_roll_hist.fex,N,100,N,CSV Document,ETL-Integration
Casebank_Defect_Parts_roll_hist,/output/Misc_Reports/Casebank/Casebank_Defect_Parts_roll_hist.fex,N,101,N,CSV Document,ETL-Integration
Casebank_Defect_Troubleshooting_roll_hist,/output/Misc_Reports/Casebank/Casebank_Defect_Troubleshooting_roll_hist.fex,N,102,N,CSV Document,ETL-Integration
catering_fops_crew_cnt,/output/Misc_Reports/Catering_Crew_Counts/fops_emp_ftp.fex,N,103,N,Plain Text Document,ETL-Integration
catering_ifs_crew_cnt,/output/Misc_Reports/Catering_Crew_Counts/ifs_emp_ftp.fex,N,104,N,Plain Text Document,ETL-Integration
FOPS All Pilots Recency,/output/FOPs_Reports/FOPS_Metrics/AllPilots_Recency.fex,N,105,N,Excel Document,Report
FOPS PCRR Recency Report,/output/FOPs_Reports/FOPS_Metrics/Jessicas_Recency_Report.fex,N,106,N,Excel Document,Report
JAZZ FTP Cancelled Flights,/output/ETLs/JAZZ_FTP_Cancelled_Flights/jazz_ftp_cnl_flts.fex,N,107,N,Excel Document,ETL-Integration
JAZZ FTP Cancelled Flights,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,107,N,Excel Document,ETL-Integration
JAZZ FTP Operated Flights,/output/ETLs/JAZZ_FTP_Operated_Flights/jazz_ftp_operated_flts.fex,N,108,N,Excel Document,ETL-Integration
JAZZ FTP Operated Flights,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,108,N,Excel Document,ETL-Integration
OMI Daily 0700 Snapshot Report,/output/SR4/OMI_Reports/OMI_Daily_Snapshot_Report.fex,N,109,N,Excel Document,Report
OMI Daily 0700 Snapshot Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,109,N,Excel Document,Report
OMI Daily 0700 Snapshot Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/utility_functions.fex,N,109,N,Excel Document,Report
OMI Daily 0700 Snapshot Report,/output/SR4/OMI_Reports/OMI_Snapshot_ETLs/OMI_Snapshot_Staging.fex,Y,109,N,Excel Document,Report
OMI Daily Contribution Report,/output/SR4/OMI_Reports/OMI_Contribution_Report.fex,N,110,N,Excel Document,Report
ACF Contingency Fuel Stats,/output/Fuel_Reports/Contingency_Fuel_Stats/acf_email.fex,N,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
ACF Contingency Fuel Stats,/output/Fuel_Reports/Contingency_Fuel_Stats/acf_excel.fex,N,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
ACF Contingency Fuel Stats,/output/Fuel_Reports/Contingency_Fuel_Stats/acf_tab_dlmtd.fex,N,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
ACF Contingency Fuel Stats,/output/Fuel_Reports/Contingency_Fuel_Stats/acf_parameters.fex,N,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
ACF Contingency Fuel Stats,/output/Fuel_Reports/Contingency_Fuel_Stats/acf_data.fex,N,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
ACF Contingency Fuel Stats,/output//acf_data.fex,Y,111,N,"Excel Document, and TAB Delimited Text Document",ETL-Integration
Crew Activity Pay Report (Monthly),/output/FOPs_Reports/Crew_Activity_Pay_Report/Crew_Activity_Pay_Report.fex,N,112,N,CSV Document,Report
AIRCOM FUEL Extract,/output/ETLs/AIRCOM_ETLs/aircom_extract.fex,N,113,N,CSV Document,ETL-Integration
AIRCOM FUEL Extract,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,113,N,CSV Document,ETL-Integration
AIRCOM FUEL Extract TDX,/output/ETLs/AIRCOM_ETLs/aircom_extract_tdx.fex,N,114,N,CSV Document,ETL-Integration
AIRCOM FUEL Extract TDX,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,114,N,CSV Document,ETL-Integration
AIRCOM FUEL FLT LVL Extract,/output/ETLs/AIRCOM_ETLs/aircom_fuel_extracts.fex,N,115,N,CSV Document,ETL-Integration
AIRCOM FUEL FLT LVL Extract,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,115,N,CSV Document,ETL-Integration
Daily APM Reports,/output/ETLs/Daily_APM_Reports/daily_cumulative_aims_msg_extract.fex,N,116,N,TAB Delimited File,ETL-Integration
FOPS Daily Open Pairings,/output/FOPs_Reports/FOPS_Daily_Open_Pairings/fops_open_time_pairings.fex,N,117,N,Excel Document,Report
FOPS Daily Open Pairings,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,117,N,Excel Document,Report
FOPS Daily Reserve Stats,/output/FOPs_Reports/FOPS_Daily_Reserve_Stats/fops_daily_rsv_stats.fex,N,118,N,Excel Document,Report
FOPS Daily Reserve Stats,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,118,N,Excel Document,Report
FOPS Hotel Report Daily,/output/IFS_Reports/IFS_Hotel_Report/ifs_hotel_report.fex,N,119,Y,Excel Document,Report
FOPS Hotel Report Daily,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,119,Y,Excel Document,Report
Forecast Baggage,/output/Baggage_Reports/Forecast_Baggage_Daily/forecast_bags.fex,N,120,N,Excel Document,Report
IFS Daily Open Pairings,/output/IFS_Reports/IFS_Daily_Open_Pairings/ifs_open_time_pairings.fex,N,121,N,Excel Document,Report
IFS Daily Open Pairings,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,121,N,Excel Document,Report
IFS Daily Reserve Stats,/output/IFS_Reports/IFS_Daily_Reserve_Stats/ifs_daily_rsv_stats.fex,N,122,N,Excel Document,Report
IFS Daily Reserve Stats,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,122,N,Excel Document,Report
IFS Hotel Report Daily,/output/IFS_Reports/IFS_Hotel_Report/ifs_hotel_report.fex,N,119,Y,Excel Document,Report
IFS Hotel Report Daily,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,119,Y,Excel Document,Report
LHR Passenger Booking Report,/output/Station_Reports/LHR_Booking_Forecast_Report/LHR_Booking_Forecast.fex,N,123,N,Excel Document,Report
LHR Passenger Booking Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,123,N,Excel Document,Report
MSF Report,/output/Baggage_Reports/CBO_MSF_PROD/sita_msf.fex,N,124,N,Excel Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_report.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_parameters.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_data_extract.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_carrier_summary.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_region_summary.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_station_summary.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_flight_details.fex,N,125,Y,PDF Document,Report
International OTP Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,125,Y,PDF Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_report.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_parameters.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_data_extract.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_carrier_summary.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_region_summary.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_station_summary.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output/OTP_Reports/China_ARR_and_DEP/intl_otp_flight_details.fex,N,125,Y,Excel Document,Report
International OTP Summary - EXCEL,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,125,Y,Excel Document,Report
Daily Jetz OTP Report,/output/OTP_Reports/Jetz_Daily_OTP_Report/Jetz_Daily_OTP_Report.fex,N,126,N,Excel Document,Report
MTC Downtime Report,/output/Misc_Reports/MTC_Downtime_Report/mtc_overnight_fins.fex,N,127,N,Excel Document,Report
Passenger Groups Report,/output/Customer_Reports/PAX_Groups_Report/PAX_Groups_Report.fex,N,128,N,Excel Document,Report
Passenger Groups Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,128,N,Excel Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output/Baggage_Reports/Mish_Bag_Report/Mish_Bag_Report.fex,N,129,N,Excel DocumentPDF Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Weekly.fex,N,129,N,Excel DocumentPDF Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,129,N,Excel DocumentPDF Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output/Baggage_Reports/PAWOB_MTD_YTD/PAWOB-GraphGen.fex,Y,129,N,Excel DocumentPDF Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output/OTP_Reports/Tier_2_and_3_Carrier_OPR_Report/wor02_03_graph_06_pawob.fex,Y,129,N,Excel DocumentPDF Document,Report
Baggage Handling Success Rate & PAWOB Weekly Report,/output/OTP_Reports/OPR_Report/wor02_01_parameters.fex,N,129,N,Excel DocumentPDF Document,Report
Daily SSCI Acceptance Report,/output/Customer_Reports/PAX_CheckIn_Stats/Daily_Acceptance_Report_PAX_FLT_STD.fex,N,130,N,Excel Document,Report
Daily SSCI Acceptance Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,130,N,Excel Document,Report
Pilot Supervisors Utilization Report,/output/FOPs_Reports/FOPS_Metrics/PilotSupervisorsUtilization.fex,N,131,N,Excel Document,Report
Pilot Supervisors Utilization Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,131,N,Excel Document,Report
IOE Tracking Report,/output/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode.fex,N,132,N,Excel Document,Report
IOE Tracking Report,/output/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode_partI.fex,N,132,N,Excel Document,Report
IOE Tracking Report,/output/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode_partII.fex,N,132,N,Excel Document,Report
IOE Tracking Report,/output/ETLs/OPR_Data/oper_perf_summary_parameters.fex,N,132,N,Excel Document,Report
IOE Tracking Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,132,N,Excel Document,Report
IOE Tracking Report,/output/FOPs_Reports/IOE_Tracking/PQRMcode_partI.fex,Y,132,N,Excel Document,Report
IOE Tracking Report,/output/FOPs_Reports/IOE_Tracking/PQRMcode_partII.fex,Y,132,N,Excel Document,Report
PAWOB GH Monthly,/output/Baggage_Reports/PAWOB_GH_Monthly/GH_PAWOB_SITA.fex,N,133,N,Excel Document,Report
PAWOB GH Monthly,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,133,N,Excel Document,Report
PAX Check-in and Bag Tag Printed,/output/Customer_Reports/PAX_CheckIn_Stats/Monthly_PAX_CheckIn_Stats.fex,N,134,N,PDF Document,Report
PAX Check-in and Bag Tag Printed,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,134,N,PDF Document,Report
PAX Check-in and Bag Tag Printed,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/utility_functions.fex,N,134,N,PDF Document,Report
Prime Flight Cargo Daily Evening Report,/output/Misc_Reports/Prime_Flight_Cargo/PrimeFlight_Cargo.fex,N,135,Y,Excel Document,Report
Prime Flight Cargo Daily Morning Report,/output/Misc_Reports/Prime_Flight_Cargo/PrimeFlight_Cargo.fex,N,135,Y,Excel Document,Report
Rouge Notification Fin Report,/output/Misc_Reports/Rouge_Notification_Fin_Report/Rouge_Notification_Fin_Report.fex,N,136,N,Excel Document,Report
SOC WAB Workload,/output/ETLs/WAB_Workload_-_Daily/SOC_WAB_Workload.fex,N,137,N,Excel Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/Daily_Carrier_OPS_Summary/Data_Extract/Ops_Summary_Data_Extract.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Composer.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Summary_v2.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_IRROPS_v2.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_CNLS.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_PAX.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Most_Common.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Less_Common.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Uncontrollable.fex,N,138,N,PDF Document,Report
USA Stations: Daily OPS Summary,/output/Remediated_Reports/Daily_Carrier_OPS_Summary/Data_Extract/Ops_Summary_Data_Extract.fex,Y,138,N,PDF Document,Report
RL Integrity Reports,/output/Baggage_Reports/RL_Integrity_Reports/sita_RL_Integrity.fex,N,139,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_00_compound.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_01_downgauges_v2.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_00_upgauges_v2.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_02_cancellations.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_03_long_delays.fex,N,140,N,Excel Document,Report
Monthly QK Irrop Report,/output/OTP_Reports/QK_IRROP_Report/soc_irrop_report_04_fin_changes.fex,N,140,N,Excel Document,Report
PAL Block Hours Report,/output/Misc_Reports/PAL_Block_Hours_Report/PAL_Block_Hours_Report.fex,N,141,N,Excel Document,Report
PAL Block Hours Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,141,N,Excel Document,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/Baggage_Reports/Mish_Bag_Report/Mish_Bag_Report.fex,N,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Monthly.fex,N,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Yearly.fex,N,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/Baggage_Reports/PAWOB_MTD_YTD/PAWOB-GraphGen.fex,Y,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/OTP_Reports/Tier_2_and_3_Carrier_OPR_Report/wor02_03_graph_06_pawob.fex,Y,142,N,2x Excel Documents2x PDF Documents,Report
Baggage Handling Success Rate & PAWOB Monthly Report,/output/OTP_Reports/OPR_Report/wor02_01_parameters.fex,N,142,N,2x Excel Documents2x PDF Documents,Report
Monthly SSCI Acceptance by AC Destination Report,/output/Customer_Reports/PAX_CheckIn_Stats/Weekly_Acceptance_Report_PAX_FLT_STD.fex,N,143,Y,Excel Document,Report
Monthly SSCI Acceptance by AC Destination Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,143,Y,Excel Document,Report
Station Gate Compliance Report,/output/Station_Reports/Station_Gate_Compliance/station_gating_compliance_west.fex,N,144,N,Excel Document,Report
Station Gate Compliance Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,144,N,Excel Document,Report
Station Gate Flight Details Report,/output/Station_Reports/Station_Gate_Flight_Details_report/Station_Gate_Flight_Details_report.fex,N,145,N,Excel Document,Report
Station Gate Flight Details Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,145,N,Excel Document,Report
US Operations Report,/output/Misc_Reports/US_GECAS_Tracking/US_FIR_GRND_TIME_MERGED.fex,N,146,N,Excel Document,Report
US Operations Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,146,N,Excel Document,Report
US Station Delay Summary,/output/Station_Reports/US_Station/us_station_delay_compose.fex,N,147,N,PDF Document ,Report
US Station Delay Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,147,N,PDF Document ,Report
US Station Delay Summary,/output/Station_Reports/US_Station/us_station_delay_sum.fex,N,147,N,PDF Document ,Report
US Station Delay Summary,/output/Station_Reports/US_Station/us_station_delay_grph.fex,N,147,N,PDF Document ,Report
US Station Performance,/output/Station_Reports/US_Station/us_station_sum_monthly.fex,N,148,N,Excel Document,Report
US Station Performance,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,148,N,Excel Document,Report
AC Express Operational Summary,/output/OTP_Reports/AC_Express_Operational_Summary/AC_Express_Operational_Summary.fex,N,149,N,Excel Document,Report
AC Express Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_v2.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_dly_codes.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_dly_codes.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_parameters.fex,N,149,N,Excel Document,Report
AC Express Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_parameters.fex,N,149,N,Excel Document,Report
AC Express Operational Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,149,N,Excel Document,Report
AC Express Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_calendar.fex,Y,149,N,Excel Document,Report
AC Express Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_calendar.fex,Y,149,N,Excel Document,Report
DX 90 day Compliance Report,/output/Misc_Reports/DX_90_day_Compliance_Report/DX_90_day_Compliance_Report.fex,N,150,N,Excel Document,Report
Weekly Flight Watchlist,/output/Misc_Reports/FlightWatch_Reports/ftw_weekly_flight_list.fex,N,151,N,Zip File containing 3 Excel Documents,Report
Weekly Flight Watchlist,/output/Misc_Reports/FlightWatch_Reports/ftw_weekly_groups_list.fex,N,151,N,Zip File containing 3 Excel Documents,Report
Weekly Flight Watchlist,/output/Misc_Reports/FlightWatch_Reports/ftw_weekly_wab_list.fex,N,151,N,Zip File containing 3 Excel Documents,Report
Weekly Flight Watchlist,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,151,N,Zip File containing 3 Excel Documents,Report
Weekly Flight Watchlist,/output/Misc_Reports/FlightWatch_Reports/ftw_weekly_netline_extract.fex,N,151,N,Zip File containing 3 Excel Documents,Report
Weekly Flight Watchlist,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_netline_extract.fex,Y,151,N,Zip File containing 3 Excel Documents,Report
FQTV Pax Counts,/output/Customer_Reports/FQTV_Pax_Counts/FQTV_Pax_Counts.fex,N,152,N,Excel Document,Report
FQTV Pax Counts,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,152,N,Excel Document,Report
IADP Self Notification,/output/Misc_Reports/IADP_Self_Notification/iadp_self_notification.fex,N,153,N,Excel Document,Report
MTD PAWOB CPA Jazz Report,/output/Compliance_Reports/CPA_Report_Monthly/SITA_mtd_PAWOB_CPA.fex,N,154,N,Excel Document,Report
MTD PAWOB CPA Jazz Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,154,N,Excel Document,Report
YTZ Daily Flight Details,/output/Station_Reports/YTZ_Daily_Flight_Details/YTZ_Daily_Flight_Details.fex,N,155,N,Excel Document,Report
