Report Name,Object URL,Include Type,group_id,is duplicate,report_output_fmt,ac_report_type
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_calendar.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mta_perf.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mel.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fuel.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fuel_2.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_targets.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_v2.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_high_impact_delays.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_dly_codes.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_hub_thruput.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mtc.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fin_perf.fex,N,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_mta_perf.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_dly_codes.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_hub_thruput.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_mtc.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_fuel.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_fuel_2.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_fin_perf.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fin_perf_bkp20230623.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_calendar.fex,Y,63,N,PDF Document,Report
Monthly Operational Summary (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_parameters.fex,N,63,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/oper_perf_summary_composer_quarterly.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_parameters.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_all_data.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_otp_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_pax_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_mta_perf.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_mta_dly_code_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_irrop_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_block_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_dly_code_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_hub_perf.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_hub_ground_phase.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_hub_flt_phases.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_mtc_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_fuel_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_fuel_2_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_skd_chain_sum.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_skd_chain_details.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Summary_Reports/Report_Components/oper_perf_summary_glossary.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_calendar.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mta_perf.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mel.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fuel.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fuel_2.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_targets.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_v2.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_high_impact_delays.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_dly_codes.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_hub_thruput.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mtc.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fin_perf.fex,N,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_mta_perf.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_dly_codes.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_hub_thruput.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_mtc.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_fuel.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_fuel_2.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_fin_perf.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_fin_perf_bkp20230623.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_data_calendar.fex,Y,64,N,PDF Document,Report
Quarterly Operational Summary,/output/ETLs/OPR_Data/oper_perf_summary_parameters.fex,N,64,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/All_Exec_Summary_Composer_2pg.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_parameters.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_exec_data.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_LWK.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_MTD_YTD.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_MEL.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_MTC.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_LWK_Daily.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_HUB.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/All_Exec_Operations_Summary/Report_Components/All_Exec_Summary_Perf_Monitor.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_calendar.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mel.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_mtc.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_targets.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data_v2.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_parameters.fex,N,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data.fex,Y,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/Remediated_Reports/OPR_Data/oper_perf_summary_data.fex,Y,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_mel.fex,Y,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_mtc.fex,Y,65,N,PDF Document,Report
All Exec Summary schedule (2pg) (Remediated),/output/ETLs/OPR_Data/oper_perf_summary_data_calendar.fex,Y,65,N,PDF Document,Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/daily_yest.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_ops_summary.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_delay_cde.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_best_flt_hf.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_best_flt_lf.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_wrst_stn_hf.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_wrst_flt_hf.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_wrst_flt_lf.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Report_Components/daily_yest_list.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Startup_Report/Data_Extract/daily_ft_data_startup.fex,Y,66,N,E-Mail (HTML Document),Report
OPS Summary for Yesterday,/output/OTP_Reports/Daily_Yest_Report_Param/Data_Extract/daily_ft_data_yest.fex,Y,66,N,E-Mail (HTML Document),Report
Daily Travel Itinerary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_gov_list.fex,N,67,N,PDF Document,Report
Daily Travel Itinerary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,67,N,PDF Document,Report
BI Tool Crew Pairing Data Extract,/output/OPS_BI_Tool/Flight_Ops_Reports/Monthly_Crew_Pairing/crew_pairing_review_hold_file.fex,N,68,Y,nan,ETL-Integration
BI Tool Crew Pairing Data Extract,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,68,Y,nan,ETL-Integration
BI Tool Hold Files for Monthly Crew Pairing,/output/OPS_BI_Tool/Flight_Ops_Reports/Monthly_Crew_Pairing/crew_pairing_review_hold_file.fex,N,68,Y,nan,ETL-Integration
BI Tool Hold Files for Monthly Crew Pairing,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,68,Y,nan,ETL-Integration
BI Tool Metrics and Dimensions Refresh,/output/OPS_BI_Tool/Utility_Procedures/bi_tool_dimensions_load.fex,N,69,N,nan,ETL-Integration
BI Tool Metrics and Dimensions Refresh,/output/OPS_BI_Tool/Utility_Procedures/bi_tool_guided_metrics.fex,N,69,N,nan,ETL-Integration
BI Tool Metrics and Dimensions Refresh,/output/OPS_BI_Tool/Utility_Procedures/bi_tool_target_metrics.fex,N,69,N,nan,ETL-Integration
BI Tool Metrics and Dimensions Refresh,/output/OPS_BI_Tool/Utility_Procedures/cnx_activity_data_pull.fex,N,69,N,nan,ETL-Integration
BI Tool Metrics and Dimensions Refresh,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,69,N,nan,ETL-Integration
BI Tool Real Time Data Load,/output/OPS_BI_Tool/Utility_Procedures/data_load_realtime.fex,N,70,N,nan,ETL-Integration
Daily Flight Tracking Report,/output/OTP_Reports/Daily_Flight_Tracking_Report/flight_tracking_report.fex,N,71,N,Excel Document,Report
DX Schedule Extract,/output/ETLs/DX_Schedule_Extract/DX_Schedule_Extract.fex,N,72,N,Excel Document,ETL-Integration
Dynamic Distribution List Backup,/output/ETLs/Dynamic_Distribution_List_Backup/Dynamic_Distribution_List_Backup.fex,N,73,N,nan,ETL-Integration
FOPS App Data Extract,/output/ETLs/FOPS_App/FOPS_APP_Data.fex,N,74,N,nan,ETL-Integration
FOPS App Data Extract,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,74,N,nan,ETL-Integration
FOPS App Data Upload (Details),/output/ETLs/FOPS_App/FOPS_APP_Data_Details.fex,N,75,N,CSV Document,ETL-Integration
FOPS App Data Upload (Details),/output/FOPs_Reports/Flight_Ops_Reports/FOPS_App/FOPS_APP_Data.fex,Y,75,N,CSV Document,ETL-Integration
FOPS App Data Upload (Details),/output/ETLs/FOPS_App/FOPS_APP_Data.fex,Y,75,N,CSV Document,ETL-Integration
FOPS App Data Upload (Details),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,75,N,CSV Document,ETL-Integration
FOPS App Data Upload (Fleet),/output/ETLs/FOPS_App/FOPS_APP_Data_Fleet.fex,N,76,N,CSV Document,ETL-Integration
FOPS App Data Upload (Fleet),/output/FOPs_Reports/Flight_Ops_Reports/FOPS_App/FOPS_APP_Data.fex,Y,76,N,CSV Document,ETL-Integration
FOPS App Data Upload (Fleet),/output/ETLs/FOPS_App/FOPS_APP_Data.fex,Y,76,N,CSV Document,ETL-Integration
FOPS App Data Upload (Fleet),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,76,N,CSV Document,ETL-Integration
FOPS App Data Upload (System),/output/ETLs/FOPS_App/FOPS_APP_Data_System.fex,N,77,N,CSV Document,ETL-Integration
FOPS App Data Upload (System),/output/FOPs_Reports/Flight_Ops_Reports/FOPS_App/FOPS_APP_Data.fex,Y,77,N,CSV Document,ETL-Integration
FOPS App Data Upload (System),/output/ETLs/FOPS_App/FOPS_APP_Data.fex,Y,77,N,CSV Document,ETL-Integration
FOPS App Data Upload (System),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,77,N,CSV Document,ETL-Integration
HZTV Dashboard Upload (NEW),/output/ETLs/Portal_Upload/portal_upload_otp_stats_v3.fex,N,78,N,JSON Document,ETL-Integration
HZTV Dashboard Upload (NEW),/output/ETLs/Portal_Upload/portal_upload_otp_mtd_extract.fex,N,78,N,JSON Document,ETL-Integration
HZTV Dashboard Upload (NEW),/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data.fex,Y,78,N,JSON Document,ETL-Integration
HZTV Dashboard Upload (Station) (NEW),/output/ETLs/Portal_Upload/portal_upload_stn_otp_stats_v3.fex,N,79,N,JSON Document,ETL-Integration
HZTV Dashboard Upload (Station) (NEW),/output/ETLs/Portal_Upload/portal_upload_otp_mtd_extract.fex,N,79,N,JSON Document,ETL-Integration
HZTV Dashboard Upload (Station) (NEW),/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data.fex,Y,79,N,JSON Document,ETL-Integration
Daily IFG Delay Report,/output/OTP_Reports/Daily_IFG_Delay_Report/ifg_daily_delays_rep.fex,N,80,N,PDF Document,Report
Daily IFG Delay Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,80,N,PDF Document,Report
OTP for Yesterday / Ponctualité pour hier,/output/OTP_Reports/Daily_OTP_AM_Email/daily_am_email_td.fex,N,81,N,E-Mail (HTML Document),Report
OTP for Yesterday / Ponctualité pour hier,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,81,N,E-Mail (HTML Document),Report
Overnight Aircraft,/output/MOC/mel_acft_overnight.fex,N,82,N,Excel Document,Report
Daily Uncoded Flights,/output/OTP_Reports/Daily_Uncoded_Flights/Daily_Uncoded_Flights.fex,N,83,N,Excel Document,Report
Daily Uncoded Flights,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,83,N,Excel Document,Report
Daily VIP List (EXCEL),/output/Customer_Reports/Aeroplan_Wkly_VIP_Listing/aeroplan_wkly_vip_listing.fex,N,84,Y,Excel Document,Report
Daily VIP List (EXCEL),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,84,Y,Excel Document,Report
Daily VIP List (PDF),/output/Customer_Reports/Aeroplan_Wkly_VIP_Listing/aeroplan_wkly_vip_listing.fex,N,84,Y,Excel Document,Report
Daily VIP List (PDF),/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,84,Y,Excel Document,Report
ACM WO Material Report,/output/OPS_BI_Tool/ACM/ACM_WO_Material_Report.fex,N,85,N,Excel Document,Report
Daily 2MM Alert,/output/Customer_Reports/Aeroplan_Wkly_VIP_Listing/2MM_Alert.fex,N,86,N,E-Mail (HTML),Report
Daily Delay Code Groundhandler SLA,/output/OTP_Reports/Daily_SLA_Delay_Report/sla_daily_delays_rep.fex,N,87,N,PDF Document,Report
Daily Delay Code Groundhandler SLA,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,87,N,PDF Document,Report
Portal Upload AC,/output/ETLs/Portal_Upload/portal_upload_otp_stats.fex,N,88,N,XML Document,ETL-Integration
Portal Upload AC,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_sum_gdgt.fex,Y,88,N,XML Document,ETL-Integration
Portal Upload AC,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,88,N,XML Document,ETL-Integration
Portal Upload AC,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_trax.fex,Y,88,N,XML Document,ETL-Integration
Portal Upload AC,/output//home/BuildScanDirectory/ops/WFC/Repository/Ops_Analytics/~tp038123/dash_data_trax.fex,Y,88,N,XML Document,ETL-Integration
Portal Upload AC,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data.fex,Y,88,N,XML Document,ETL-Integration
IFS VER Report,/output/FOPs_Reports/Flight_Ops_Reports/VER_Reports/IFS_500E_VER_data.fex,N,89,N,Excel Document,Report
IFS VER Report,/output/FOPs_Reports/Flight_Ops_Reports/VER_Reports/IFS_500E_VER_report.fex,N,89,N,Excel Document,Report
IFS VER Report,/output/FOPs_Reports/Flight_Ops_Reports/VER_Reports/IFS_500E_VER_report_PLN_ACTL.fex,N,89,N,Excel Document,Report
IFS VER Report,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,89,N,Excel Document,Report
IFS VER Report,/output/FOPs_Reports/Flight_Ops_Reports/VER_Reports/IFS_500E_VER_data_test.fex,Y,89,N,Excel Document,Report
Real Time Dashboard - Daily ETL,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_ETL.fex,N,90,N,HOLD File,ETL-Integration
Real Time Dashboard - Daily ETL,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,90,N,HOLD File,ETL-Integration
Real Time Dashboard - TRAX update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_trax.fex,N,91,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_final.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_stats.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_flt_list.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_sum_gdgt.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_ETL.fex,Y,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_top4_stations.fex,Y,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output/OPS_Real-Time_Dashboard/Utility_Procedures/dash_data_trax.fex,Y,92,N,HOLD File,ETL-Integration
Real-Time Dashboard Update,/output//home/BuildScanDirectory/ops/WFC/Repository/Ops_Analytics/~tp038123/dash_data_trax.fex,Y,92,N,HOLD File,ETL-Integration
Workload Extract - WAB (FTP),/output/ETLs/OPS_IT_-_WAB_Flight_List/workload_extract.fex,N,93,N,nan,ETL-Integration
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_netline_extract.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_flight_list.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_flt_val.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_fqtv_se_list.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_groups_list.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_avip_list.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_wcbw_list.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output//home/BuildScanDirectory/ops/EDA/EDASERVE/ops_analytics/procedures/common_dates_ibi.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_daily_netline_lookup.fex,N,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/OPS_BI_Tool/Utility_Procedures/cnx_activity_data_pull.fex,Y,94,N,ZIP File containing Excel Documents,Report
Flight Watchlist and Flight Valuation Summary,/output/Misc_Reports/FlightWatch_Reports/ftw_weekly_netline_extract.fex,Y,94,N,ZIP File containing Excel Documents,Report
Disruption Code Breakdown Report (Weekly),/output/Executive_Reports/Disruption_Code_Breakdown_Report/Disruption_Code_Breakdown_Report_v3.fex,N,95,Y,PDF Document,Report
