obj_url,output format
/ac_ops_11/OPS/Reports/Fuel_Reports/Contingency_Fuel_Stats/acf_parameters.fex,N/A
/ac_ops_11/OPS/Reports/Fuel_Reports/Contingency_Fuel_Stats/acf_data.fex,N/A
/ac_ops_11/OPS/Reports/FOPs_Reports/Crew_Activity_Pay_Report/Crew_Activity_Pay_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/AIRCOM_ETLs/aircom_extract.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/AIRCOM_ETLs/aircom_extract_tdx.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/AIRCOM_ETLs/aircom_fuel_extracts.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/Daily_APM_Reports/daily_cumulative_aims_msg_extract.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_Daily_Open_Pairings/fops_open_time_pairings.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_Daily_Reserve_Stats/fops_daily_rsv_stats.fex,Excel/CSV
/ac_ops_11/OPS/Reports/IFS_Reports/IFS_Hotel_Report/ifs_hotel_report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/Forecast_Baggage_Daily/forecast_bags.fex,Excel/CSV
/ac_ops_11/OPS/Reports/IFS_Reports/IFS_Daily_Open_Pairings/ifs_open_time_pairings.fex,Excel/CSV
/ac_ops_11/OPS/Reports/IFS_Reports/IFS_Daily_Reserve_Stats/ifs_daily_rsv_stats.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/LHR_Booking_Forecast_Report/LHR_Booking_Forecast.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/CBO_MSF_PROD/sita_msf.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_report.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_parameters.fex,N/A
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_data_extract.fex,N/A
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_carrier_summary.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_region_summary.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_station_summary.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/China_ARR_and_DEP/intl_otp_flight_details.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/Jetz_Daily_OTP_Report/Jetz_Daily_OTP_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/MTC_Downtime_Report/mtc_overnight_fins.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_Groups_Report/PAX_Groups_Report.fex,PDF
/ac_ops_11/OPS/Reports/Baggage_Reports/Mish_Bag_Report/Mish_Bag_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Weekly.fex,PDF
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Weekly.fex,Image
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/PAWOB-GraphGen.fex,N/A
/ac_ops_11/OPS/Reports/OTP_Reports/Tier_2_and_3_Carrier_OPR_Report/wor02_03_graph_06_pawob.fex,Image
/ac_ops_11/OPS/Reports/OTP_Reports/OPR_Report/wor02_01_parameters.fex,N/A
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Daily_Acceptance_Report_PAX_FLT_STD.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_Metrics/PilotSupervisorsUtilization.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode.fex,N/A
/ac_ops_11/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode_partI.fex,N/A
/ac_ops_11/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/IOE_Tracking/PQRMcode_partII.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/IOE_Tracking/PQRMcode_partII.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_GH_Monthly/GH_PAWOB_SITA.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Monthly_PAX_CheckIn_Stats.fex,PDF
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Monthly_PAX_CheckIn_Stats.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/Prime_Flight_Cargo/PrimeFlight_Cargo.fex,N/A
/ac_ops_11/OPS/Reports/Misc_Reports/Rouge_Notification_Fin_Report/Rouge_Notification_Fin_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/WAB_Workload_-_Daily/SOC_WAB_Workload.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/Daily_Carrier_OPS_Summary/Data_Extract/Ops_Summary_Data_Extract.fex,N/A
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Composer.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Summary_v2.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_IRROPS_v2.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_CNLS.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_PAX.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Most_Common.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Less_Common.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/USA_Daily_OPS_Summary/Ops_Summary_Delays_Uncontrollable.fex,PDF
/ac_ops_11/OPS/Reports/Baggage_Reports/RL_Integrity_Reports/sita_RL_Integrity.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_00_compound.fex,N/A
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_01_downgauges_v2.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_00_upgauges_v2.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_02_cancellations.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_03_long_delays.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/QK_IRROP_Report/soc_irrop_report_04_fin_changes.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/PAL_Block_Hours_Report/PAL_Block_Hours_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Monthly.fex,PDF
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Monthly.fex,Image
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Yearly.fex,PDF
/ac_ops_11/OPS/Reports/Baggage_Reports/PAWOB_MTD_YTD/sita_PAWOB_Yearly.fex,Image
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_Acceptance_Report_PAX_FLT_STD.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/Station_Gate_Compliance/station_gating_compliance_west.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/Station_Gate_Flight_Details_report/Station_Gate_Flight_Details_report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/US_GECAS_Tracking/US_FIR_GRND_TIME_MERGED.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/US_Station/us_station_delay_compose.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/US_Station/us_station_delay_sum.fex,Web
/ac_ops_11/OPS/Reports/Station_Reports/US_Station/us_station_delay_grph.fex,Image
/ac_ops_11/OPS/Reports/Station_Reports/US_Station/us_station_sum_monthly.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/AC_Express_Operational_Summary/AC_Express_Operational_Summary.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/DX_90_day_Compliance_Report/DX_90_day_Compliance_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_flight_list.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_groups_list.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/FlightWatch_Reports/ftw_weekly_wab_list.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/FQTV_Pax_Counts/FQTV_Pax_Counts.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/IADP_Self_Notification/iadp_self_notification.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Compliance_Reports/CPA_Report_Monthly/SITA_mtd_PAWOB_CPA.fex,PDF
/ac_ops_11/OPS/Reports/Station_Reports/YTZ_Daily_Flight_Details/YTZ_Daily_Flight_Details.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Station_Reports/YUL_CNX_Report/YUL_CNX_Report.fex,Web
/ac_ops_11/OPS/Reports/Station_Reports/YVR_Connecting_PAX/YVR_Connecting_PAX.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/YYZ_CNX_PAWOB_breakdown/yyz_cnx_pawob_breakdown_SITA.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/OPR_Fin_Changes_Supplementary/wor02_08_table_fin_changes.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/OPR_Supplement/wor02_sup_high_impact_delays.fex,PDF
/ac_ops_11/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_IVY_Delay_Report_YUL.fex,Web
/ac_ops_11/OPS/Reports/OTP_Reports/OTP_Ivy_Delay_Flight/OTP_Delay_Flight_Ivy_YYZ_Daily_SF.fex,Web
/ac_ops_11/OPS/Reports/Baggage_Reports/Baggage_Performance_by_Station/baggage_performace_overall.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/Baggage_Segregation_Compliance_Report/Baggage_Segregation_Compliance_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Baggage_Reports/Inbound_Outbound_bags_by_Station/INB_OUTB_STN.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Compliance_Reports/CPA_Report_Monthly/CPA_MNTHLY_REPORT.fex,PDF
/ac_ops_11/OPS/Reports/IFS_Reports/Crew_Radiation/crewfops_radiation_report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_Blockoverfly_monthly_report/fops_blockoverfly_underfly.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/NETLINE_MBG_REPORT.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_Metrics/FOPS_Synthetics.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/Flight_Ops_Reports/Monthly_Crew_Pairing/crew_pairing_review_hold_file.fex,N/A
/ac_ops_11/OPS/Reports/IFS_Reports/IFS_Block_Time_Report/ifs_blocktime_citypair.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/FOPS_NLCREW_ABSCENCE_REPORT/Crew_Absence_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/OTP_Reports/Monthly_Ferry_Flight_Report/monthly_ferry_flight_report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/FOPs_Reports/Monthly_DH_Report/monthly_dh_report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_v2.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_v3.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/Netline_UOC_Report/Netline_UOC.fex,N/A
/ac_ops_11/OPS/Reports/Executive_Reports/Weekly_CNLs_YoY_Report/Weekly_CNLs_YoY_Report_v2.fex,PDF
/ac_ops_11/OPS/Reports/FOPs_Reports/Crew_VO_Report/Crew_VO_Report.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Misc_Reports/Weekly_MTC_Visits/Weekly_MTC_Visits.fex,Excel/CSV
/ac_ops_11/OPS/Reports/Customer_Reports/PAX_CheckIn_Stats/Weekly_PAX_CheckIn_Stats_LHR.fex,Excel/CSV
/ac_ops_11/OPS/Reports/ETLs/Portal_Upload/portal_acm_data_add.fex,JSON/XML
/ac_ops_11/OPS/Reports/ETLs/Portal_Upload/portal_upload_stn_otp_stats_acm.fex,JSON/XML
/ac_ops_11/OPS/Reports/ETLs/Portal_Upload/portal_upload_stn_otp_stats_acm_working.fex,N/A
/ac_ops_11/OPS/Reports/Station_Reports/Air_Canada_YYZ_OTP_-_A15_D15/Air_Canada_YYZ_OTP_-_A15_and_D15.fex,Excel/CSV
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvwyegitd24hourforecast.fex,Web
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvwyhzitd24hourforecast.fex,Web
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvwyulitd24hourforecast.fex,Web
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvwyvritd24hourforecast.fex,Web
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvwyycitd24hourforecast.fex,Web
/ac_ops_11/Airport/Reports/SLVW_ITD_YVR/slvw_yyz_itd_24hour_forecast.fex,Web
/ac_ops_11/Airport/Reports/MTA_Daily_YYZ/nick_rouge_station_delays_leg_flown1.fex,Excel/CSV
/ac_ops_11/Airport/Reports/SPAT_2-Day/SPAT_2day.fex,Excel/CSV
/ac_ops_11/Airport/Reports/SEC_Weekly_delays/catsa_security_delays.fex,Excel/CSV
/ac_ops_11/Airport/Reports/Salesview_Reports/LHR_CKI_billing_extract.fex,Excel/CSV
